date;service;gare_depart;gare_arrivee;duree_moyenne;nb_train_prevu;nb_annulation;commentaire_annulation;nb_train_depart_retard;retard_moyen_depart;retard_moyen_tous_trains_depart;commentaire_retards_depart;nb_train_retard_arrivee;retard_moyen_arrivee;retard_moyen_tous_trains_arrivee;commentaires_retard_arrivee;nb_train_retard_sup_15;retard_moyen_trains_retard_sup15;nb_train_retard_sup_30;nb_train_retard_sup_60;prct_cause_externe;prct_cause_infra;prct_cause_gestion_trafic;prct_cause_materiel_roulant;prct_cause_gestion_gare;prct_cause_prise_en_charge_voyageurs
2018-01;National;POITIERS;PARIS MONTPARNASSE;94;472;4;;224;6.784672619;3.229700855;;89;14.59269663;4.882371795;;42;4.882371795;10;0;15.78947368;45.61403509;19.29824561;15.78947368;1.754385965;1.754385965
2018-01;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;257;184;0;;23;11.22173913;1.193931159;;26;40.11666667;7.510507246;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";26;7.510507246;12;3;59.09090909;22.72727273;4.545454545;9.090909091;4.545454545;0.0
2018-01;National;PARIS EST;METZ;84;310;0;;41;6.409349593;0.823548387;;24;11.88888889;0.76;;7;0.76;1;0;26.66666667;6.666666667;13.33333333;40.0;13.33333333;0.0
2018-01;National;PARIS EST;REIMS;45;218;1;;34;5.491666667;0.79078341;;21;12.04126984;1.435560676;;6;1.435560676;0;0;18.75;12.5;6.25;18.75;43.75;0.0
2018-01;National;REIMS;PARIS EST;46;230;1;;93;7.432795699;3.107569141;;62;12.81747312;3.538937409;;20;3.538937409;3;0;17.94871795;41.02564103;20.51282051;5.128205128;0.0;15.38461538
2018-01;National;STRASBOURG;NANTES;286;40;1;;9;4.151851852;0.898717949;;5;46.75333333;8.574786325;;5;8.574786325;2;2;20.0;20.0;40.0;20.0;0.0;0.0
2018-01;National;DOUAI;PARIS NORD;77;197;3;;39;8.032905983;1.802920962;;37;21.4009009;5.046907216;;10;5.046907216;5;3;36.36363636;18.18181818;22.72727273;18.18181818;4.545454545;0.0
2018-01;National;LILLE;PARIS NORD;63;579;9;;164;8.22195122;2.344327485;;101;22.20577558;4.229619883;;38;4.222212493;17;10;36.23188406;8.695652174;21.73913043;23.1884058;5.797101449;4.347826087
2018-01;National;LILLE;MARSEILLE ST CHARLES;307;190;4;;50;7.381333333;2.043458781;;35;44.1152381;9.938261649;;35;9.938261649;13;7;57.14285714;19.04761905;4.761904762;9.523809524;4.761904762;4.761904762
2018-01;National;PARIS NORD;DOUAI;69;192;2;;29;10.39367816;1.437105263;;30;19.24777778;2.288070175;;11;2.288070175;5;3;37.5;33.33333333;12.5;12.5;4.166666667;0.0
2018-01;National;NANTES;PARIS VAUGIRARD;143;62;0;;15;13.87111111;3.647043011;;6;47.28055556;5.310215054;"7626 du 26 +140: Accident de personne
7626 du 20 +45: obstacle sur voie ou aux abords";5;5.310215054;3;1;0.0;50.0;0.0;16.66666667;16.66666667;16.66666667
2018-01;National;TOURCOING;MARSEILLE ST CHARLES;309;31;1;;0;0.0;0.0;;1;58.88333333;2.345;7669 du 25 +159: Accident de personne;1;2.345;1;0;100.0;0.0;0.0;0.0;0.0;0.0
2018-01;National;BELLEGARDE (AIN);PARIS LYON;162;259;3;;115;8.253188406;3.758333333;;53;34.96918239;7.531966146;;42;7.531966146;21;9;54.90196078;19.60784314;15.68627451;1.960784314;5.882352941;1.960784314
2018-01;National;LYON PART DIEU;MONTPELLIER;112;303;5;;168;12.66438492;7.26303132;;49;38.8292517;6.859731544;;34;6.859731544;19;8;30.76923077;33.33333333;10.25641026;17.94871795;7.692307692;0.0
2018-01;National;MACON LOCHE;PARIS LYON;99;225;1;;153;11.77625272;8.031622024;;49;26.26054422;6.021279762;;38;6.021279762;10;1;16.21621622;27.02702703;32.43243243;21.62162162;2.702702703;0.0
2018-01;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;217;323;6;;181;12.37053407;7.174973712;;49;44.03129252;8.152208202;"7829 du 31 +81: collision de 7801
7827 du 20 +30: espacement suite incident porte 9736
7825 du 28 + 109: soin matériel roulant 7810";49;8.152208202;22;10;46.66666667;16.66666667;6.666666667;20.0;6.666666667;3.333333333
2018-01;National;MONTPELLIER;LYON PART DIEU;112;299;6;;107;11.30903427;4.26410694;;62;31.8483871;9.1221843;;46;9.1221843;21;4;28.57142857;34.28571429;22.85714286;11.42857143;2.857142857;0.0
2018-01;National;PARIS LYON;MARSEILLE ST CHARLES;202;482;2;;51;13.03660131;1.0721875;;43;41.65620155;5.045868056;Dérangement de commutateur sur LN1 vers Tonnerre;43;5.045868056;20;8;41.02564103;30.76923077;12.82051282;15.38461538;0.0;0.0
2018-01;National;PARIS LYON;MULHOUSE VILLE;168;299;5;;47;10.88865248;1.487414966;;49;31.26462585;6.390646259;;39;6.390646259;18;4;15.90909091;29.54545455;18.18181818;27.27272727;2.272727273;6.818181818
2018-01;National;PARIS LYON;VALENCE ALIXAN TGV;130;323;0;;47;12.06631206;1.415995872;;44;33.97272727;5.24122807;;33;5.24122807;17;7;15.0;30.0;25.0;25.0;5.0;0.0
2018-01;National;PERPIGNAN;PARIS LYON;305;166;0;;54;10.13395062;3.401506024;;36;48.68425926;10.48413655;Dérangement de commutateur sur LN1 vers Tonnerre;36;10.48413655;21;9;20.68965517;41.37931034;10.34482759;27.5862069;0.0;0.0
2018-01;National;TOULON;PARIS LYON;241;273;0;;113;9.696312684;4.131196581;;42;42.43055556;7.002319902;Extinction du Tableau de Commande Optique (TCO) sur LGV, au niveau de Mâcon.;42;7.002319902;24;8;38.46153846;28.20512821;7.692307692;20.51282051;0.0;5.128205128
2018-01;International;LAUSANNE;PARIS LYON;219;144;3;;110;3.083181818;2.491489362;;21;30.35238095;4.70248227;;22;4.70248227;9;2;28.57142857;14.28571429;33.33333333;9.523809524;0.0;14.28571429
2018-01;International;PARIS EST;STUTTGART;186;155;4;;20;10.3;1.34205298;;15;33.31;5.728366446;;15;5.728366446;6;2;26.66666667;6.666666667;20.0;46.66666667;0.0;0.0
2018-01;International;PARIS LYON;BARCELONA;387;62;0;;16;11.94479167;2.667741935;;8;49.5;8.548387097;;8;8.548387097;4;1;12.5;37.5;25.0;25.0;0.0;0.0
2018-01;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;91;393;2;;204;6.400490196;3.455754476;;77;24.27424242;6.0728474;;35;6.0728474;19;4;37.5;37.5;8.928571429;5.357142857;8.928571429;1.785714286
2018-01;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;90;385;3;;49;8.362585034;0.730104712;;52;19.84358974;4.24943281;;22;4.24943281;8;1;21.42857143;23.80952381;21.42857143;23.80952381;9.523809524;0.0
2018-01;National;PARIS MONTPARNASSE;LAVAL;84;217;0;;32;11.609375;1.455760369;;66;15.13434343;5.82281106;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";16;5.82281106;5;2;24.24242424;54.54545455;3.03030303;12.12121212;3.03030303;3.03030303
2018-01;National;RENNES;PARIS MONTPARNASSE;99;599;4;;238;7.589985994;3.0667507;;148;18.50022523;5.850420168;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";51;5.840604027;16;6;20.23809524;35.71428571;17.85714286;16.66666667;4.761904762;4.761904762
2018-01;National;METZ;PARIS EST;85;307;1;;128;8.046614583;3.431263617;;64;14.51614583;3.320098039;;17;3.320098039;8;0;18.91891892;8.108108108;37.83783784;29.72972973;2.702702703;2.702702703
2018-01;National;NANCY;PARIS EST;93;306;1;;71;8.252347418;1.981857923;;33;15.96212121;1.192568306;;13;1.192568306;5;0;21.05263158;21.05263158;36.84210526;10.52631579;5.263157895;5.263157895
2018-01;National;PARIS EST;NANCY;94;299;3;;40;5.262083333;0.658051802;;13;17.36153846;1.024155405;;7;1.024155405;4;0;10.0;10.0;20.0;50.0;10.0;0.0
2018-01;National;LYON PART DIEU;LILLE;189;296;3;;218;10.35810398;7.809613197;;67;44.43731343;12.04897611;"Deux accidents de personne  se sont produits sur le secteur Nord, l’un à Fresnoy avec un train Eurostar le 16, et l’autre près de Lille Europe le 25 avec un train Ouigo. 
Aussi en matière de causes retards, le domaine « Externe réseau » est bien le plus marquant avec quasiment cinq points, représentant le tiers de l’irrégularité totale. Et pour les résultats composite et cinq minutes du mois, cela correspond à une baisse d’au moins deux points.
La cause des dérangements se place en seconde position mais avec un taux bien limité, exemple de l’Incident JIC* de Pierrefitte le 10 qui a concerné 14 TGV.";64;12.04897611;35;12;30.76923077;32.69230769;9.615384615;17.30769231;3.846153846;5.769230769
2018-01;National;PARIS NORD;LILLE;64;568;5;;98;8.828911565;1.499230314;;97;21.02491409;4.133274127;;40;4.133274127;15;6;38.0952381;21.42857143;9.523809524;21.42857143;9.523809524;0.0
2018-01;National;BESANCON FRANCHE COMTE TGV;PARIS LYON;131;205;3;;27;6.514197531;0.50990099;;15;25.29444444;1.401320132;;9;1.401320132;3;2;30.76923077;23.07692308;23.07692308;0.0;7.692307692;15.38461538
2018-01;National;GRENOBLE;PARIS LYON;183;245;0;;37;8.027027027;1.212244898;;23;46.31449275;6.123741497;Le 9760 heurte un chevreuil vers Le-Creusot-Montchanin-TGV;25;6.123741497;13;6;17.64705882;52.94117647;0.0;23.52941176;5.882352941;0.0
2018-01;National;NIMES;PARIS LYON;176;341;2;;174;10.28266284;5.371238938;;72;39.94976852;7.793854474;;59;7.793854474;32;12;18.75;40.625;17.1875;17.1875;1.5625;4.6875
2018-01;National;PARIS LYON;GRENOBLE;180;262;0;;40;9.715;1.226208651;;40;34.38666667;6.618193384;;32;6.618193384;15;8;15.38461538;25.64102564;28.20512821;28.20512821;2.564102564;0.0
2018-01;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78;208;0;;18;10.46574074;0.502804487;;36;17.18009259;4.026282051;;14;4.026282051;8;0;20.0;32.0;24.0;20.0;4.0;0.0
2018-01;National;PARIS LYON;MACON LOCHE;95;227;1;;31;14.99731183;1.88620944;;27;33.24382716;4.591814159;;23;4.591814159;13;3;12.0;44.0;4.0;36.0;4.0;0.0
2018-01;National;PARIS LYON;NIMES;177;294;0;;47;12.22801418;1.626247166;;54;31.90154321;6.489739229;;38;6.489739229;19;8;20.0;32.0;20.0;20.0;8.0;0.0
2018-01;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168;118;0;;12;6.373611111;0.575564972;;13;30.64358974;4.12019774;;7;4.12019774;4;2;40.0;30.0;20.0;0.0;10.0;0.0
2018-01;International;FRANCFORT;PARIS EST;224;177;3;;43;4.619767442;1.339750958;;26;25.86153846;6.438984674;;25;6.438984674;6;1;30.76923077;15.38461538;23.07692308;15.38461538;7.692307692;7.692307692
2018-01;International;ITALIE;PARIS LYON;439;95;1;;79;5.829113924;4.962765957;;34;41.40931373;17.09184397;;34;17.09184397;12;7;23.52941176;17.64705882;41.17647059;17.64705882;0.0;0.0
2018-01;International;PARIS LYON;ITALIE;394;94;0;;27;11.2617284;2.997695035;;22;55.68181818;11.60106383;;22;11.60106383;15;6;33.33333333;19.04761905;23.80952381;14.28571429;9.523809524;0.0
2018-01;International;PARIS LYON;LAUSANNE;222;151;2;;10;10.91166667;0.368008949;;20;33.67583333;6.025838926;;20;6.025838926;6;2;31.57894737;26.31578947;31.57894737;5.263157895;0.0;5.263157895
2018-01;International;ZURICH;PARIS LYON;176;122;3;;65;4.369230769;2.386554622;;8;36.81458333;2.390616246;;7;2.390616246;3;1;37.5;12.5;25.0;12.5;0.0;12.5
2018-01;National;ANGOULEME;PARIS MONTPARNASSE;125;270;4;;135;5.710123457;2.971365915;;56;21.19821429;6.464974937;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";33;6.464974937;9;0;26.92307692;42.30769231;9.615384615;15.38461538;3.846153846;1.923076923
2018-01;National;LYON PART DIEU;RENNES;232;88;2;;50;7.033666667;4.213372093;;20;36.05;10.8255814;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";20;10.8255814;9;2;10.52631579;63.15789474;10.52631579;15.78947368;0.0;0.0
2018-01;National;NANTES;PARIS MONTPARNASSE;128;525;3;;193;7.294991364;2.720210728;;84;33.48115079;7.225734355;;56;7.225734355;29;11;37.33333333;26.66666667;21.33333333;4.0;9.333333333;1.333333333
2018-01;National;PARIS MONTPARNASSE;BREST;223;281;1;;39;8.1;0.75172619;;19;46.57894737;4.860714286;"Ce mois-ci, l'OD a été touchée par les incidents suivants :
Le 1er : Tempête Carmen sur la façade Atlantique  (52 TGV ; 1079mn)
Le 3 : Tempête Eleonor sur l’ouest de la France (35 TGV ; 407mn)
Le 5 : Dérangement d’une aiguille en gare de Massy TGV (57 TGV ; 1254mn)
Le 7 : Dérangement du poste d’aiguillage de Paris Montparnasse (70 TGV ; 1490mn)
Le 12 : Colis suspect en gare de Paris Montparnasse (32 TGV ; 499mn)
Le 12 : Incident caténaire en gare de Rennes (26 TGV ; 2188mn)
Le 17 : Dérangement du poste d’aiguillage de Paris Montparnasse (26 TGV ; 386mn)";19;4.826241135;7;4;21.05263158;47.36842105;10.52631579;21.05263158;0.0;0.0
2018-01;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;166;226;0;;21;6.23968254;0.286283186;;19;24.73684211;2.938053097;;11;2.938053097;6;1;22.22222222;27.77777778;16.66666667;16.66666667;5.555555556;11.11111111
2018-01;National;PARIS MONTPARNASSE;LE MANS;54;441;2;;62;10.47446237;1.174867122;;65;16.90461538;2.997570235;;22;2.997570235;9;3;28.94736842;26.31578947;10.52631579;26.31578947;5.263157895;2.631578947
2018-01;National;PARIS MONTPARNASSE;NANTES;124;508;3;;71;7.235211268;0.734290429;;58;33.72643678;5.292211221;;39;5.292211221;18;8;33.33333333;22.22222222;16.66666667;20.37037037;5.555555556;1.851851852
